loss,accuracy,val_loss,val_accuracy
0.740979790687561,0.7331249713897705,0.41903844475746155,0.8493333458900452
0.4980202913284302,0.825124979019165,0.3359816372394562,0.8815833330154419
0.43265247344970703,0.8491250276565552,0.3126541078090668,0.8897500038146973
0.397472620010376,0.8623124957084656,0.307373583316803,0.8971666693687439
0.37343543767929077,0.8711041808128357,0.28700220584869385,0.893916666507721
0.3526555597782135,0.8787916898727417,0.2871052026748657,0.9000833630561829
0.3353986144065857,0.8836666941642761,0.2697891294956207,0.9035000205039978
0.3247866630554199,0.8876875042915344,0.27268317341804504,0.8991666436195374
0.31763479113578796,0.8915625214576721,0.26159146428108215,0.9070000052452087
0.3038751780986786,0.8945833444595337,0.2686430811882019,0.8982499837875366
0.295684278011322,0.8965833187103271,0.26371851563453674,0.9074166417121887
0.2877955734729767,0.8995833396911621,0.2673620283603668,0.9034166932106018
0.28802961111068726,0.9009583592414856,0.23937207460403442,0.9127500057220459
0.27813684940338135,0.9031458497047424,0.23371437191963196,0.9151666760444641
0.268162339925766,0.9060624837875366,0.23907004296779633,0.9115833044052124
0.26536378264427185,0.9067916870117188,0.22743454575538635,0.9205833077430725
0.2627585530281067,0.9075208306312561,0.26048532128334045,0.9084166884422302
0.2561030387878418,0.911145806312561,0.29206332564353943,0.8923333287239075
0.2520788609981537,0.9114166498184204,0.219021275639534,0.921916663646698
0.25002044439315796,0.9122499823570251,0.2343311756849289,0.9163333177566528
0.2423475980758667,0.9162916541099548,0.21859829127788544,0.9243333339691162
0.24079054594039917,0.917145848274231,0.23367877304553986,0.9176666736602783
0.2351353019475937,0.9181458353996277,0.22064027190208435,0.9211666584014893
0.2344992309808731,0.9187708497047424,0.22304674983024597,0.9239166378974915
0.22856540977954865,0.9191458225250244,0.22864486277103424,0.9175833463668823
0.22471491992473602,0.922041654586792,0.212649866938591,0.9264166951179504
0.2250475436449051,0.9213958382606506,0.22122547030448914,0.9243333339691162
0.21867990493774414,0.9222291707992554,0.22004371881484985,0.924916684627533
0.2180536687374115,0.9221458435058594,0.21557556092739105,0.924833357334137
0.21643003821372986,0.9237083196640015,0.22186970710754395,0.9211666584014893
0.20819099247455597,0.9259999990463257,0.21423284709453583,0.9267500042915344
0.2113671898841858,0.9257291555404663,0.21507924795150757,0.9275833368301392
0.20927958190441132,0.9258750081062317,0.2091834545135498,0.9270833134651184
0.20718587934970856,0.9273958206176758,0.21195773780345917,0.9266666769981384
0.20748889446258545,0.9258333444595337,0.2090986669063568,0.9275000095367432
0.20146684348583221,0.9290000200271606,0.21588574349880219,0.9260833263397217
0.19937677681446075,0.929645836353302,0.2342490255832672,0.9176666736602783
0.20191176235675812,0.9299583435058594,0.2086528092622757,0.9279999732971191
0.19731366634368896,0.929729163646698,0.2098538875579834,0.925083339214325
0.19653716683387756,0.9304166436195374,0.2211008071899414,0.9266666769981384
0.1916944533586502,0.9322083592414856,0.2186032235622406,0.9275000095367432
0.19388698041439056,0.9302916526794434,0.25367796421051025,0.9070000052452087
0.19177880883216858,0.9309999942779541,0.2083025723695755,0.9299166798591614
0.18928906321525574,0.9336041808128357,0.20486299693584442,0.9302499890327454
0.18853998184204102,0.934583306312561,0.24044637382030487,0.9147499799728394
0.19016475975513458,0.9317083358764648,0.21180297434329987,0.9261666536331177
0.1856621950864792,0.9346458315849304,0.21297988295555115,0.9270833134651184
0.18770720064640045,0.9333750009536743,0.2114427536725998,0.9272500276565552
0.18408508598804474,0.9360416531562805,0.2120709866285324,0.9273333549499512
0.18098661303520203,0.9360416531562805,0.2323150783777237,0.9224166870117188
0.18494650721549988,0.9335416555404663,0.20314426720142365,0.9294166564941406
0.18234530091285706,0.9363333582878113,0.21106432378292084,0.925083339214325
0.18213704228401184,0.9352083206176758,0.20316721498966217,0.9304166436195374
0.1789623647928238,0.9365833401679993,0.21444709599018097,0.9274166822433472
0.1785273253917694,0.9369583129882812,0.21007265150547028,0.9301666617393494
0.179897740483284,0.9356666803359985,0.24119310081005096,0.9152500033378601
0.1778351366519928,0.9363541603088379,0.21374216675758362,0.9299166798591614
0.1774372160434723,0.937874972820282,0.2084914594888687,0.9295833110809326
0.17488031089305878,0.9376458525657654,0.20510448515415192,0.9319166541099548
0.17198427021503448,0.9387916922569275,0.20687304437160492,0.9283333420753479
0.17322629690170288,0.9395208358764648,0.20680798590183258,0.9310833215713501
