loss,accuracy,val_loss,val_accuracy
0.4154188632965088,0.8482083082199097,0.3320207893848419,0.8801666498184204
0.2860621511936188,0.8938958048820496,0.356632798910141,0.8616666793823242
0.24581001698970795,0.9089999794960022,0.3171919286251068,0.8858333230018616
0.21888108551502228,0.9181458353996277,0.2883029580116272,0.8946666717529297
0.19871722161769867,0.924791693687439,0.260722815990448,0.9044166803359985
0.17967720329761505,0.9338333606719971,0.2536464333534241,0.9109166860580444
0.1587197631597519,0.940833330154419,0.2605177164077759,0.9107499718666077
0.1436963528394699,0.9457916617393494,0.22290317714214325,0.9207500219345093
0.1297461837530136,0.9521041512489319,0.22329600155353546,0.9225833415985107
0.11998467147350311,0.9550625085830688,0.27050015330314636,0.9114999771118164
0.10497220605611801,0.9611666798591614,0.2504424750804901,0.9210000038146973
0.09483517706394196,0.9644166827201843,0.26767781376838684,0.9199166893959045
0.08687663078308105,0.9676250219345093,0.27490726113319397,0.9203333258628845
0.07489657402038574,0.971916675567627,0.2658102512359619,0.9254999756813049
0.07098899036645889,0.9734583497047424,0.2922030985355377,0.9179999828338623
0.060377299785614014,0.9772499799728394,0.3300648033618927,0.9206666946411133
0.05608474835753441,0.9788958430290222,0.37369707226753235,0.9082499742507935
0.053471144288778305,0.9806874990463257,0.3394284248352051,0.9204999804496765
