loss,accuracy,val_loss,val_accuracy
0.6930439472198486,0.7531874775886536,0.3945164084434509,0.8541666865348816
0.450374960899353,0.8434791564941406,0.3309646248817444,0.8823333382606506
0.3881651759147644,0.8633750081062317,0.3016526997089386,0.8882499933242798
0.3506222367286682,0.8780208230018616,0.28301477432250977,0.8955000042915344
0.3260952830314636,0.8845208287239075,0.2681083679199219,0.903333306312561
0.310477614402771,0.8897708058357239,0.2566378116607666,0.9067500233650208
0.29347601532936096,0.8949166536331177,0.24885256588459015,0.9097499847412109
0.283128559589386,0.8993750214576721,0.23728542029857635,0.9147499799728394
0.27152183651924133,0.9042708277702332,0.2469608336687088,0.9134166836738586
0.2649424076080322,0.9055416584014893,0.2430243343114853,0.9104166626930237
0.2591297924518585,0.9072708487510681,0.22654488682746887,0.9173333048820496
0.2545146644115448,0.9087291955947876,0.22920560836791992,0.9184166789054871
0.24566401541233063,0.9114375114440918,0.21828292310237885,0.9229999780654907
0.24228061735630035,0.914437472820282,0.22158798575401306,0.9208333492279053
0.23690448701381683,0.9157708287239075,0.22055049240589142,0.921500027179718
0.2316007763147354,0.917312502861023,0.22803720831871033,0.9165833592414856
0.2309313714504242,0.9174583554267883,0.21447648108005524,0.92208331823349
0.22571991384029388,0.9201250076293945,0.20883074402809143,0.9266666769981384
0.22473816573619843,0.9195208549499512,0.21750511229038239,0.9244166612625122
0.21723608672618866,0.921500027179718,0.21355462074279785,0.9237499833106995
0.21632429957389832,0.9221875071525574,0.22310009598731995,0.9203333258628845
0.21329905092716217,0.9232916831970215,0.21317268908023834,0.9246666431427002
0.20912042260169983,0.9239166378974915,0.20922422409057617,0.9266666769981384
0.2084442675113678,0.9252499938011169,0.21287685632705688,0.9264166951179504
0.20359718799591064,0.926729142665863,0.2132812887430191,0.9285833239555359
0.20209871232509613,0.9265833497047424,0.21902543306350708,0.9244999885559082
0.1995723843574524,0.9277708530426025,0.2046920508146286,0.9300000071525574
0.19873687624931335,0.9283333420753479,0.21731579303741455,0.9275833368301392
0.19259417057037354,0.9304166436195374,0.21189917623996735,0.9275000095367432
0.19310912489891052,0.9297916889190674,0.221711665391922,0.9274166822433472
0.19456957280635834,0.9284999966621399,0.21919846534729004,0.9259166717529297
0.1916578710079193,0.9299583435058594,0.2178601622581482,0.9274166822433472
0.18835265934467316,0.9330000281333923,0.21494561433792114,0.9253333210945129
0.19140049815177917,0.9312916398048401,0.22268831729888916,0.92208331823349
0.1860973984003067,0.9318749904632568,0.22149725258350372,0.924916684627533
0.18573421239852905,0.932854175567627,0.21647575497627258,0.925000011920929
0.18557783961296082,0.9336666464805603,0.22113122045993805,0.9266666769981384
